Reportnumber,CircumstancesCode,DriverID,NonMotoristID,PassengerID,Vehicleid,CrashPoint,Latitude (generated),Longitude (generated)
MTA04780002,*,*,,,*,Point,39.287519609,-76.620795505
MTA04750009,*,*,,*,*,Point,39.289560458,-76.613836176
MTA04750008,*,*,,*,*,Point,39.274184425,-76.614178227
MTA04750006,N/A,*,,5d4a1fb8-cf79-480b-b4b1-8c627160f4bb,*,Point,39.294722616,-76.621250680
MTA04750005,*,*,,97e45532-335d-4a9f-80ae-5e0deee0c437,*,Point,39.311242497,-76.615606346
MTA04750004,N/A,*,,,*,Point,39.287890551,-76.531669088
MTA04750003,N/A,*,,*,*,Point,39.311247434,-76.614988801
MTA04750002,N/A,94c156a7-9393-47e8-8a1a-87a376785cad,,*,27ab5344-5afd-4ef0-b94b-4e38a5e5f61b,Point,39.331090004,-76.609579978
MTA04730003,*,*,,*,*,Point,39.314458706,-76.572945874
MTA04730002,*,*,,*,*,Point,39.280992354,-76.646625861
MTA04730001,*,8e9e2573-b5cb-440a-aefe-323cc07ae8af,,bbd63f1d-1e9f-4c7d-beab-f5a83bf372dc,d3f02cec-835f-4280-a985-4b6045496515,Point,39.293307601,-76.608011004
MTA04720005,N/A,*,,84e19c11-424e-4abe-a976-33aec76bb467,*,Point,39.266080638,-76.632108796
MTA04720003,*,*,,,*,Point,39.288347432,-76.642383072
MTA04710007,N/A,*,,*,*,Point,39.309497439,-76.658064099
MTA04710006,N/A,*,,5360ebf6-f990-444d-9771-acc67344b790,*,Point,39.281235788,-76.548886176
MTA04710005,*,*,,*,*,Point,39.287905971,-76.611995974
MTA04710004,*,*,,*,*,Point,39.297331275,-76.619903868
MTA04710003,N/A,*,,,*,Point,39.294863228,-76.619788490
MTA04710001,N/A,*,,e8567826-3c7b-4582-b730-b254eb30d425,*,Point,39.337253204,-76.628381888
MTA04680006,*,*,,*,*,Point,39.286330048,-76.619259992
MTA04680005,*,c2e566ee-eb28-4d6c-966d-c0f31bb3bbbb,,ae3ce1c4-c267-4555-805c-9eec22bb83f6,f4ec8cea-4a42-4a5a-96ad-e00a2a35b6e4,Point,39.292441868,-76.612958131
MTA04680004,N/A,e1df5ae0-8821-4534-afb4-d294ecaad307,,c14f8045-0e95-4f1d-9f78-a26b720f0229,98cf7e2a-a08d-4706-b068-9ecdd732dd75,Point,39.297414655,-76.590796720
MTA04670008,*,*,,*,*,Point,39.292800010,-76.650309982
MTA04670006,N/A,43306ff8-5dc5-476f-8826-8eeb8bbcd227,,*,64f0e17d-83b4-4c03-9d1f-4b9bceff0b5d,Point,39.318239981,-76.602059970
MTA04670004,N/A,654ca0ff-ef15-4d59-9ee1-f4991affd14e,,*,14b248e7-c1f2-4227-8e6e-416c79643ffe,Point,39.316887867,-76.650694089
MTA04650009,*,*,,*,*,Point,39.252829748,-76.616350667
MTA04650007,N/A,*,,*,*,Point,39.286617001,-76.611311506
MTA04650006,*,9e2d90c9-0cb6-41aa-8b6d-4f179a027d84,,ce4db9eb-c4a3-4d24-beeb-d45c42a77945,f45d3dee-8b93-4526-a08b-a3fc8330b4de,Point,39.288932978,-76.598672980
MTA04650004,N/A,45ba03c3-26e3-47b8-89b3-063cc277b2e4,4a48e3e8-7fc9-41c2-8375-cffb9bb55645,,4f5f3216-3612-4d1e-b955-7d94633654e0,Point,39.310108157,-76.641624428
MTA04640005,*,*,,*,*,Point,39.328494936,-76.609439001
MTA04640004,*,73446376-4d16-47eb-8208-40d59939778d,,b0178a0f-3ec1-482e-9dee-cc7f7b4e3653,0a367d20-e40c-4cff-9429-c2e9156bd942,Point,39.292276389,-76.537243633
MTA04640002,N/A,*,,*,*,Point,39.356460004,-76.595929988
MTA04640001,*,cdd740ff-6665-448d-b484-2296713474f7,,41460629-9349-43d7-865e-6540626e8c0e,b3ed44d4-9812-4710-9200-6354c8227514,Point,39.323970010,-76.596209992
MTA04630004,N/A,568cb386-4854-403d-997d-c58458d72708,0e0faab3-1227-4356-bd91-95d217779843,,e2bf26fc-0089-48d3-a992-e3d975d1a027,Point,39.286774739,-76.607332021
MTA04630002,N/A,*,,e8c606a9-68d1-4275-a5da-fe59895b63bd,*,Point,39.286715008,-76.608732774
MTA04630001,*,*,,*,*,Point,39.341834204,-76.668085860
MTA04610008,*,51dc0618-06d8-42cb-9777-a3173e4b7ed3,,211e5b3f-2395-4536-80a7-965bbe098d3f,cb7fb70b-9859-4228-91e5-024737fcb469,Point,39.309409671,-76.664171408
MTA04610006,*,*,,,*,Point,39.292497698,-76.610356298
MTA04610004,N/A,*,,97b6ecaa-a927-4986-8cd4-7c389e710f29,*,Point,39.285993422,-76.623553126
MTA04610003,N/A,*,,*,*,Point,39.269450257,-76.684816567
MTA04610001,N/A,0cdc3507-24eb-4472-98ea-00329eb7107c,,a44de8c5-532c-4b4b-a185-6c7f8c7ec3e9,8fd3649e-0d43-4c69-8628-22087c2cead6,Point,39.333249888,-76.661559153
MTA04600009,N/A,*,,30486c9c-53a2-4168-a293-e880b6e4976b,*,Point,39.313232636,-76.651485402
MTA04600006,N/A,*,,20b893e7-af3e-4c7c-9e35-45445c916d99,*,Point,39.310175690,-76.639778009
MTA04580006,*,f77bb3fc-5a69-44cf-923a-bb3cf5e88385,,,3fdaf27b-5fd2-4246-969a-cc4c9cfb993d,Point,39.277280013,-76.568620010
MTA04580005,*,*,,bb35877a-192f-4a44-a38e-edd0506b346f,*,Point,39.285418237,-76.534697143
MTA04580001,*,*,,c0fe78a3-5d3a-490d-b119-b525e64f8d53,*,Point,39.281964323,-76.582451998
MTA04550009,N/A,98c5eaef-a640-4281-a810-bdf245ace096,,69a3a3a3-0728-4565-93bd-c4bb1829b8f7,88425f0b-cd0d-4edb-bede-6bf564fc94ba,Point,39.310279671,-76.635735624
MTA04550007,*,*,,,*,Point,39.332563652,-76.633063882
MTA04550006,N/A,*,,*,*,Point,39.317612989,-76.603083625
MTA04550004,N/A,*,,*,*,Point,39.331362816,-76.695286005
MTA04550003,N/A,*,,,*,Point,39.352940753,-76.666788174
MTA04530008,*,*,,*,*,Point,39.311443754,-76.609155218
MTA04530006,N/A,*,,*,*,Point,39.289271128,-76.593667159
MTA04530004,N/A,*,,*,*,Point,39.261439236,-76.658358000
MTA04530002,*,*,,42aa1da2-7c95-4db1-bd00-550906bb4923,*,Point,39.295072774,-76.616762628
MTA04520007,*,*,,*,*,Point,39.308829488,-76.674083520
MTA04520005,*,*,,1ef5fa0f-6d3d-498b-a2ad-e5b4dd8d5dfc,*,Point,39.312050938,-76.597054941
MTA04520003,*,*,,*,*,Point,39.303840489,-76.607968339
MTA04520002,N/A,*,,*,*,Point,39.333510022,-76.663519975
MTA04520001,N/A,71ed263c-6384-4fcd-8953-c315dd39734b,,*,2807f30a-0568-4020-a273-9d399884d858,Point,39.331523663,-76.616507126
MTA04510009,N/A,2ff72a37-1822-4690-a2b5-4de9b672f9d6,,*,0a5d654b-34ed-447a-ba44-b05432cd0c8c,Point,39.309016787,-76.669309491
MTA04510007,N/A,31dc9342-8eda-4334-a9d1-4abb05ca68f1,,*,830cfbe8-d38f-42ae-b73d-688af114b2be,Point,39.310050072,-76.642666063
MTA04510006,N/A,08fda9b1-5635-47db-9cac-4d64adcd4e84,,5b0c3eff-4901-4743-99d0-399be29674b4,c5968a25-8542-427a-983f-f20c4bab7318,Point,39.364373018,-76.607231027
MTA04510003,N/A,d3b457ac-1202-4f7c-a348-55b5158ee44c,e66bfb4e-b4de-43ac-b004-9d20ef222702,,7fa9800e-63ba-4e6d-aa37-75fccfc2c687,Point,39.317828874,-76.652363570
MTA04510002,N/A,*,,*,*,Point,39.323052165,-76.597132348
MTA04510001,*,1dc4df66-b74f-4af0-b9c1-ead580863d76,,4b782356-66a5-498c-969d-74c1d340e9be,e8031844-fb24-4fbc-9d67-bdf9ead82e39,Point,39.287569649,-76.540936105
MTA04480008,*,*,,,*,Point,39.317743909,-76.619721688
MTA04480007,N/A,*,,a1b4a6b9-2972-4ab8-9d66-66798d539ed1,*,Point,39.305000428,-76.542037897
MTA04480005,*,*,,,*,Point,39.705694159,-77.660916463
MTA04460009,N/A,07b4d8c1-679f-43e6-986f-ee1b8270b2e5,,8095d81b-4250-42f0-9b05-d5b6605eb70f,*,Point,39.266804297,-76.652346199
MTA04460008,*,*,,8ed94c01-403d-4c4a-8898-e8c16c210a45,*,Point,39.279889343,-76.614564163
MTA04460007,*,*,,,*,Point,39.289001790,-76.619464541
MTA04460004,N/A,*,,*,*,Point,39.316987276,-76.636911044
MTA04450009,N/A,*,,*,*,Point,39.304689034,-76.611985247
MTA04450008,N/A,5aa11de9-f16c-4cf8-861b-63d65379befd,,f04f0466-ef23-4ff6-9228-df79d45671cf,19f256d1-8f71-457a-bc6a-7056288200e6,Point,39.310263336,-76.637427412
MTA04450007,N/A,*,,*,*,Point,39.292373726,-76.638578148
MTA04450004,N/A,*,,*,*,Point,39.293688722,-76.611267378
MTA04440005,*,*,,*,*,Point,39.286898468,-76.619378967
MTA04440001,N/A,*,,*,*,Point,39.318328724,-76.652212901
MTA04430009,N/A,*,,,*,Point,39.274147184,-76.629621610
MTA04430005,*,*,,*,*,Point,39.288320187,-76.642345649
MTA04430004,N/A,9f02a4e2-3f61-46ec-9728-69c7a7c69d28,,9db66192-8d85-44b4-8751-20871f2bfe12,bcf3ad79-a186-4488-be14-e5787f3db509,Point,39.301058610,-76.643044928
MTA04430003,N/A,57798307-e610-49bb-81f4-ac9f556157a3,b02569bf-1192-4e26-96c0-2b0661fadd1c,147e539f-8029-48ff-a4b6-00db7e144293,c115da34-3178-44de-9971-9becca3f6244,Point,39.289911835,-76.633909746
MTA04430002,N/A,*,,,*,Point,39.344939484,-76.695744410
MTA04420007,*,*,,*,*,Point,39.313970984,-76.641562015
MTA04420006,*,*,,,*,Point,39.316135622,-76.651196621
MTA04420005,*,*,,*,*,Point,39.363045161,-76.552213008
MTA04420003,N/A,*,,*,*,Point,39.339745388,-76.593559826
MTA04410009,N/A,b2c9cbf4-bd36-42f7-b281-0daa9fc8c630,b1201b70-7ac4-441c-b917-b43096f32fec,,ce87a93a-fb6f-4b2d-939b-890bc8a301c4,Point,39.272699988,-76.611800020
MTA04410008,N/A,*,,*,*,Point,39.287826431,-76.610051914
MTA04410005,N/A,*,,96fa2526-d2d5-4da5-a592-2c2f37c3448c,*,Point,39.288736597,-76.633788394
MTA04410003,N/A,*,,*,*,Point,39.294114701,-76.589301312
MTA04410002,N/A,8709dbed-7efd-4509-a7c7-74a93145bc03,,*,e2a680d9-50b9-4f88-ba86-7b196c5d2206,Point,39.294419451,-76.569538709
MTA04390005,N/A,*,,67fafadd-4db2-4125-a0b8-cd59113018d6,*,Point,39.312610032,-76.584067477
MTA04390004,N/A,*,,*,*,Point,39.344416777,-76.670639846
MTA04390003,N/A,7635e484-b4b7-4f6c-bba8-9d82bc7cc3a3,,ef2ccfca-850a-4cd4-9119-ae6291442e52,26d11706-2217-4f5f-9615-ee2db63d4464,Point,39.345033164,-76.648012960
MTA04380009,N/A,*,,*,*,Point,39.309409671,-76.664171408
MTA04380008,*,*,,*,*,Point,39.268489564,-76.631265126
MTA04380005,N/A,*,,,*,Point,39.333339423,-76.661690074
MTA04380004,N/A,5940c329-f100-4a5e-96f6-ff0c961de4a8,,9b7ee556-b2c0-4ece-b91c-ad9be6515c0a,c9e3bacb-8b56-4cf3-b0e7-684b2c2a06a8,Point,39.333636615,-76.661793079
MTA04380003,N/A,ec54c9c2-3f3e-497a-b5ab-c80a61b1ea42,a53425af-5f23-45b3-8140-a68a2c68a2c1,,8c1d163f-df71-4f0e-b6ce-4a1298bed2c5,Point,39.294248974,-76.589429977
MTA04380002,N/A,cba0ad69-bdb0-4e0f-b43c-5f9f461736ff,,33e04e2b-dba1-4d4f-880d-c18901a7fc28,b34117b4-a1ef-49fc-9199-975e914073de,Point,39.290751055,-76.620026195
MTA04380001,N/A,d2100ab6-41f7-4d4a-98b7-42a79c0d8a06,8e1419e3-dde2-400a-b61a-3c551169492e,,2a995062-1a27-49ef-ab88-ac71d46a823f,Point,39.344459503,-76.683109663
MTA04370009,N/A,*,,a8c2d114-778b-4176-9207-63f58d9d0689,*,Point,39.278418985,-76.549182027
MTA04370008,N/A,55ddf44c-e041-4c27-8e03-0fb0322ba86e,,ea1ec308-70f4-47e4-83e6-7c3303996f9a,45b4fd06-dd06-423a-bf6b-72dd59e88f5b,Point,39.299939995,-76.621510083
MTA04370007,N/A,*,,18f10f8c-e870-4aea-a66a-00f21598935b,*,Point,39.294505512,-76.662919435
MTA04370006,N/A,0cedb4e0-1522-40bb-9684-534f42f65901,,e783a625-5bf4-4387-83df-554279e96a88,cc1da0e3-f155-4242-9bcf-66d7da4909e9,Point,39.292994380,-76.613266355
MTA04370005,N/A,38dd1b3c-0e8e-4079-94a0-34663f93b387,52ee1957-c795-42d6-895e-c6763fe705f2,,72592445-21d8-470c-b497-9830d1357293,Point,39.307751831,-76.669204535
MTA04370004,N/A,*,,fdb06290-e22c-4cc0-9dab-d25d5ddaa7f3,*,Point,39.287868365,-76.643730676
MTA04370003,N/A,*,,*,*,Point,39.331391279,-76.695613916
MTA04340008,N/A,e0565896-ab40-4565-b8bf-eda5f135468c,,594d9f3f-6ca8-498e-bdf2-dd54c3a8d8ee,6b9c2cb4-bfe2-4b04-a17a-743a6dec22e1,Point,39.287473287,-76.622171877
MTA04340007,N/A,*,,*,*,Point,39.262537372,-76.674634691
MTA04340006,N/A,*,,5137b49a-c3ee-49c0-9cc1-e7e66aad1ea6,*,Point,39.311431991,-76.611793316
MTA04340005,*,*,,*,*,Point,39.280636224,-76.660120307
MTA04340004,*,*,,,*,Point,39.272350196,-76.543355392
MTA04340002,*,*,,*,*,Point,39.311942508,-76.599054588
MTA04340001,N/A,a4fef744-f1d5-470a-9880-4401354dc74a,c9947667-4928-4547-91dd-7f06ac2ae0ef,,aa13de66-b91c-40e7-9f72-09c7aed6d996,Point,39.277396062,-76.644850754
MTA04320007,N/A,efa8ddee-ff88-4b30-96ae-1d273225cb4c,,7cb488e2-585d-4cda-86d6-ecb74b7dcc1c,5f8559d4-015b-4da5-ac41-5dd77dccce4d,Point,39.351722058,-76.609738753
MTA04320002,N/A,*,,*,*,Point,39.287534298,-76.620867670
MTA04310009,N/A,4265bb5b-89cb-4435-acf8-45407fc150b1,,8fba8573-db6f-483f-8b26-6b91ea37bae4,1e1d2364-5d8a-4592-aa4d-d2c532e88b0c,Point,39.297730010,-76.581522084
MTA04310004,N/A,48d0ab5e-6ed9-4348-b247-962bc7155a67,d7602828-faca-4525-9115-e9f6a7652683,,9efcd802-3139-4d78-9314-57106c893664,Point,39.292080313,-76.645122530
MTA04310003,*,*,,,*,Point,39.258095277,-76.662951373
MTA04300006,N/A,8b892bc0-ab76-4e24-a612-0655cacffdca,10299214-460b-4c96-ade6-316662938f22,,30a28ee1-ac78-4a17-a0ae-77951a049928,Point,39.317774750,-76.651909614
MTA04300005,N/A,*,,*,*,Point,39.322171681,-76.611085443
MTA04300004,N/A,258dc500-069d-41c1-bae1-fb65c50e511c,,87ecc055-4bd3-4c18-81fd-31327cc0210c,0e3c05e2-429e-41fe-9d53-793a94b57b0d,Point,39.289230962,-76.622449322
MTA04300003,N/A,*,,*,*,Point,39.292881622,-76.619634164
MTA04300002,*,*,,*,*,Point,39.298675527,-76.614145010
MTA04300001,N/A,*,,*,*,Point,39.286249046,-76.622143414
MTA04290008,*,*,,*,*,Point,39.293877423,-76.619789892
MTA04290006,N/A,8363de56-7eca-4949-8033-f1e28b38f9b7,,948a4644-d36a-4808-ae5c-a4b29906d675,64930aaa-d736-49e0-9f49-a5562913a641,Point,39.284512215,-76.681823009
MTA04290004,N/A,*,,,*,Point,39.322878274,-76.597296852
MTA04290003,N/A,*,,*,*,Point,39.302396706,-76.607525659
MTA04290002,*,ef99dfab-824c-4dd8-a410-064d53ae1399,,e410f323-6730-4c3b-8c15-c41c725869a1,d1c7231d-09d8-4831-bd7f-c1f5045146fc,Point,39.251703758,-76.647140522
MTA04290001,N/A,*,,*,*,Point,39.310954631,-76.675108150
MTA04280009,N/A,87ac1985-5a97-41b0-8b24-41779a70d969,,81f3ea31-a415-48d9-8963-3c5c0a130029,0ec008e4-b3d6-429f-8168-f587ca4d92d3,Point,39.298138131,-76.600053436
MTA04280005,*,*,,*,*,Point,39.286319870,-76.619231407
MTA04270003,N/A,85d338a0-2f97-4ffa-8117-c4d140d91ec2,,6b3ddc22-0c01-40f5-923e-e800544b9135,0617dfed-6e4d-4514-8f74-895d99487766,Point,39.291256025,-76.608104989
MTA04270002,*,*,,,*,Point,39.192885325,-76.724137102
MTA04270001,N/A,76add832-4b90-452d-80ca-1a070f6f54f4,,9c4bf3d5-39ff-4616-80a8-e6df2c1467e4,efbf62b6-28c2-49f8-8691-8df4f2f78d73,Point,39.303365810,-76.616288437
MTA04260016,N/A,*,,,*,Point,39.267661010,-76.651523984
MTA04260014,N/A,558dfafd-416a-4da1-bf2c-bc31938ad98a,,7e8d1d6c-d124-4850-a07b-070eb5bf9357,d59f24ec-c314-4161-8406-1db94fb1571d,Point,39.273194171,-76.631114214
MTA04260013,N/A,*,,db1fc94c-27b5-4538-bb83-6b60e0cf66b8,*,Point,39.291325996,-76.569483549
MTA04260011,N/A,*,,*,*,Point,39.290930918,-76.704991801
MTA04260009,N/A,*,,*,*,Point,39.290435456,-76.619618622
MTA04260008,N/A,b3331bb6-4044-4ed2-92ef-f8fe32357e17,,c3e92ca2-8473-4469-95fb-1dfb2489b988,64870a46-b6ba-43ba-b2d6-e89e06174077,Point,39.311880217,-76.622550316
MTA04260007,*,*,,,*,Point,39.356209744,-76.578618366
MTA04260006,N/A,*,,*,*,Point,39.301869732,-76.594367962
MTA04260003,N/A,24f26308-1a57-4c04-85ae-83dc7d2f7c17,f120a757-f09a-4476-9386-9a520fd1170d,,6f1fa6e3-12a6-4510-a7c4-e4f774e161aa,Point,39.293399514,-76.596782678
MTA04250005,N/A,b2ad37a7-d5ce-4e7e-8606-f984eeb2760d,,8b222724-7b5c-4c22-aab2-9afea47159cd,6b22e129-e765-40d5-a5a1-172070f5ea8e,Point,39.294629180,-76.576502305
MTA04250004,N/A,*,,*,*,Point,39.316647176,-76.650422740
MTA04240009,N/A,*,,66b9fd2b-69df-4034-93b8-6f9f12e15d68,*,Point,39.298006845,-76.665088340
MTA04240008,N/A,*,,*,*,Point,39.307467378,-76.590096465
MTA04240006,N/A,*,,*,*,Point,39.289708018,-76.610211359
MTA04240005,*,e62a3fe8-c033-45d6-bc73-ca1b4ca58b89,,069fbb84-6b77-40d6-b3b3-f9cc90e081d1,467056aa-ee7a-4c2e-ad52-e73f55c3d3e9,Point,39.290465017,-76.619408345
MTA04240004,N/A,*,,*,*,Point,39.360326061,-76.707819209
MTA04240001,N/A,*,,*,*,Point,39.293196490,-76.638389386
MTA04230009,*,*,,*,*,Point,39.340001987,-76.587736787
MTA04230008,N/A,*,,*,*,Point,39.320946709,-76.609412793
MTA04230007,*,*,,*,*,Point,39.310300272,-76.637224632
MTA04230006,*,*,,*,*,Point,39.290557295,-76.608963713
MTA04230005,*,*,,*,*,Point,39.296422450,-76.647347448
MTA04230004,N/A,*,,429a6d4d-7e60-4a24-8531-dacdf6c4a404,*,Point,39.286648817,-76.610711210
MTA04230002,*,*,,*,*,Point,39.361132368,-76.647962677
MTA04210006,*,*,,,*,Point,39.287904874,-76.532693718
MTA04210001,*,*,,*,*,Point,39.289731362,-76.609707181
MTA04200008,N/A,8bbe383b-c0f3-43b1-8167-e4526f79a9ca,,d9581e36-20ba-4aaf-a546-546bf37a93d8,a4661600-268e-4325-9fc6-f280ba168e33,Point,39.303412010,-76.589894416
MTA04200006,*,*,,*,*,Point,39.292893568,-76.619651169
MTA04200005,N/A,*,,*,*,Point,39.297066021,-76.687281445
MTA04200004,N/A,589b45fa-8611-43d2-b847-21d34fd6526f,,74321e3e-89b8-4629-a67e-9ac84c4d45d9,e7fb6024-6626-4204-9fcc-600ded39c345,Point,39.297443911,-76.687171796
MTA04200001,N/A,*,,*,*,Point,39.299606599,-76.590725896
MTA04180010,*,*,,*,*,Point,39.290380540,-76.622301091
MTA04180007,*,*,,,*,Point,39.287197732,-76.689098242
MTA04180005,*,*,,291f92d9-9137-44c1-84a0-f90bb4130064,*,Point,39.301729974,-76.665460013
MTA04170009,N/A,1b0f9e30-fa2d-420e-b7b8-37ebb7ce0d3b,,86435ead-9713-4666-9aef-37e83ff1f80c,05a254e9-4143-4079-850b-3e691862ceed,Point,39.294247084,-76.670978484
MTA04170008,N/A,*,,ad4f9d49-bbc2-49ab-8bad-d882a588cbaa,*,Point,39.289521023,-76.614394112
MTA04170007,N/A,*,,*,*,Point,39.305476325,-76.614604207
MTA04170006,N/A,*,,*,*,Point,39.289457696,-76.616437094
MTA04170002,N/A,*,,*,*,Point,39.292485021,-76.610359407
MTA04170001,*,*,,*,*,Point,39.292864922,-76.620953792
MTA04160019,N/A,*,,*,*,Point,39.313530620,-76.609497147
MTA04160018,N/A,b241b9fa-2dea-450b-8223-679a0b5f916c,,cd478820-ac1c-4543-a6d4-e947158ac4a6,3f067a0a-6b7d-460d-9187-66d1371a2dcf,Point,39.327214743,-76.609420046
MTA04160011,N/A,*,,1ef8be11-8eb9-4d70-aa21-9a9cde50129a,*,Point,39.261086519,-76.635155197
MTA04160010,N/A,*,,e441cebf-6b17-40cd-aa41-756f79306a32,*,Point,39.289353594,-76.619313994
MTA04160009,N/A,*,,*,*,Point,39.294947643,-76.656724784
MTA04160008,N/A,c94fceb2-36ae-445f-9c11-b9a48e8a0460,,2ebc3931-a4ae-468d-99b0-c2a94a7cb599,a23028c0-54b4-42be-9015-12ee95fe3eb8,Point,39.289197013,-76.596941026
MTA04160007,N/A,*,,*,*,Point,39.269671932,-76.633103317
MTA04160006,N/A,a43b4e5a-362d-4b4e-8796-93d8042c1864,,822565bd-1288-4b8d-b47f-b85e949f98f0,d90b3bba-4bbb-4b2d-b22c-744b010ba164,Point,39.301909776,-76.622793689
MTA04160005,N/A,*,,*,*,Point,39.303390983,-76.617257908
MTA04160004,*,*,,*,*,Point,39.387731730,-76.605901708
MTA04160001,N/A,4b798731-e38a-422f-86bd-c3b8a89a0088,,2c0280d5-1e40-4f2a-9936-4c5df4f7551d,a8a389c8-9009-44a2-97ec-dea976da6415,Point,39.387731730,-76.605901708
MTA04140009,*,*,,*,*,Point,39.256000914,-76.634929073
MTA04140008,N/A,*,,bbdced28-553d-40ad-a38d-559ae6aa5b52,*,Point,39.309765436,-76.530358237
MTA04140007,*,366f71fa-7275-4aef-81ec-f59c50c80bd6,450ebb63-d500-4598-a2dc-2d1385ce329b,,baedfc7c-0cdb-4de6-ac9e-c025f0d55371,Point,39.285440057,-76.596750008
MTA04140005,N/A,*,,*,*,Point,39.287546122,-76.619360255
MTA04140003,N/A,c04cd53b-5959-4a41-bc91-ab0a1a010d4e,,6a9432e8-b8a8-4829-ba54-5b45ac2d97dd,772c8f13-26f5-420a-b907-036eee7e6f9d,Point,39.293815802,-76.678443516
MTA04140002,*,*,,,*,Point,39.328169890,-76.616897510
MTA04140001,N/A,,*,,1cbb5628-febe-420a-ad38-466d3d2c770d,Point,39.358585330,-76.679215447
MTA04130009,N/A,0d07ab3b-8911-46df-931d-2e28972acb00,,657b7f99-ba31-40d2-bf40-d1c46fec07cf,a1460254-f6f1-481a-9975-ee269394d381,Point,39.287245029,-76.608699983
MTA04130008,N/A,*,,d60430de-437f-4917-a1d7-5956e189f353,*,Point,39.284039548,-76.649840667
MTA04130007,*,*,,*,*,Point,39.290630008,-76.607536569
MTA04130002,N/A,29cc774c-93fb-4165-9939-e33ed734a89d,,9f736fdf-fbd3-4f94-814f-d0a41c6bcd6b,c46c0351-6613-4df0-a3ca-c86fb2b71e57,Point,39.337191157,-76.574765048
MTA04120003,*,*,,*,*,Point,39.321974935,-76.615645781
MTA04120001,N/A,*,,*,*,Point,39.284941425,-76.584229543
MTA04110010,N/A,*,,35182bfe-3a71-4f6b-aef0-e1edf7af30c8,*,Point,39.321304241,-76.590590831
MTA04110007,N/A,*,,efc16c15-aba0-4e47-81fa-528fb7dea697,*,Point,39.275150604,-76.672100208
MTA04110005,N/A,*,,48108504-25b9-4df6-bd76-1a9afce7f588,*,Point,39.294256958,-76.636951271
MTA04110002,N/A,*,,*,*,Point,39.313764790,-76.636076030
MTA04110001,*,*,,*,*,Point,39.339290274,-76.684798221
MTA04100018,*,345a7909-d14b-4bb2-9b80-78c71a49fe62,e70719ce-1336-494c-a6fd-36f9d22d98d5,,e7d2e60a-3f92-4bb6-a679-9e1769d22d01,Point,39.267380945,-76.588788296
MTA04100015,N/A,*,,,*,Point,39.287802478,-76.613658263
MTA04100014,N/A,76ade678-290f-4984-88e8-976194d34e60,,53180a1b-9c74-4257-98cc-94bace5ef23e,f625739d-fd7a-4aa0-af1f-7e2f7b4ff35e,Point,39.289200731,-76.622251600
MTA04100013,N/A,*,,*,*,Point,39.292459361,-76.633995990
MTA04100012,*,*,,,*,Point,39.262847912,-76.614595430
MTA04100010,*,*,,8b32f684-3d31-4303-8a83-d5be1cc889ba,*,Point,39.304364963,-76.616033362
MTA04100009,*,8331af10-83a4-4f92-be82-dc810269e723,,2feac3ca-9ae8-4cd1-b360-89c820fa8904,310b84bf-c1c7-4eae-af71-0aae46291cd4,Point,39.294204968,-76.588495553
MTA04100008,N/A,25537114-5d88-4a9f-b72d-b927af8d1acf,9910427e-10a1-4170-925d-cc3fe80b5ca3,,8e2b243c-fd36-4994-8ace-9451502d8c61,Point,39.287685332,-76.618436497
MTA04100003,*,924da66d-c3a4-40b3-8893-8b321185c17d,,161af8c7-bb26-4409-8d2b-da875ef6ce3b,c1115848-e785-45ec-ad69-ffab40eb2292,Point,39.287803026,-76.542112805
MTA04090017,N/A,53c4a8e1-d6fc-400b-b9e1-a191cd3dae27,,8dac5fd6-a3d8-43ca-8637-1826a7df178b,ab781cb4-e83e-4e26-a11b-fdee8470cce1,Point,39.299999970,-76.559999977
MTA04090015,*,*,,,*,Point,39.290000029,-76.619999986
MTA04090012,*,*,,*,*,Point,39.280000028,-76.609999985
MTA04090011,*,*,,*,*,Point,39.290000029,-76.589999982
MTA04090010,N/A,*,,7fac4f9c-b574-466f-907d-677f9b27a5b3,*,Point,39.290000029,-76.559999977
MTA04090008,N/A,*,,*,*,Point,39.294947643,-76.656724784
MTA04090007,N/A,8e5994b1-a945-45d7-ab89-f283ed878902,,14dfedc7-7297-4e4c-b6f9-51b2ef7aa7b1,9c4bbaaf-780b-450c-9005-fa891a070172,Point,39.287695023,-76.659756009
MTA04090005,*,*,,472cb7a1-8c62-44d3-b1f5-b4faef2820b9,*,Point,39.282934159,-76.625828449
MTA04090003,N/A,ebf1ae24-ed80-49b8-a0f6-130eaa017da1,adb16b02-648e-4032-8349-b8eec4d5f7f7,,610e3092-795b-4b78-9c0f-ac2576173e55,Point,39.301361531,-76.620240373
MTA04070015,N/A,*,,*,*,Point,39.327216572,-76.584474744
MTA04070012,N/A,*,,,*,Point,39.344685139,-76.642438110
MTA04070011,N/A,*,,628307e8-6e56-4b54-bdea-92f4c3f40a06,*,Point,39.298623171,-76.582263479
MTA04070010,N/A,0262769c-978d-4e01-b3c3-22f026a131ed,,2e31cc10-e628-4ba3-a3af-9818ea9f568a,dc316e46-aa37-4d9f-847b-11eccaf038d4,Point,39.294876881,-76.621262260
MTA04070009,N/A,d7a126f1-043e-48a6-96ec-f89dff1b999b,,f42b8326-91d4-4964-8331-7292d06e0126,67409635-d58c-4ba1-9ccf-63f13b2f8e46,Point,39.333402385,-76.683018360
